#CODE;ENGLISH;;;;;;;;;;;;x
orkify_tooltip_2;The capital holding of all the provinces in your demesne will be converted into a Tribal holding ( Except if it is a Temple ).\n This will enable you to use the Make land Green job action and colonize the province with Greenskins.;;;;;;;;;;;;x
tb_greenskin_camp_0;Tiny Greenskin Camp;;;;;;;;;;;;x
tb_greenskin_camp_1;Small Greenskin Camp;;;;;;;;;;;;x
tb_greenskin_camp_2;Medium Greenskin Camp;;;;;;;;;;;;x
tb_greenskin_camp_3;Large Greenskin Camp;;;;;;;;;;;;x
tb_greenskin_camp_4;Huge Greenskin Camp;;;;;;;;;;;;x
tb_greenskin_camp_desc;This is where the tribe's Greenskins live and, mostly, fight.;;;;;;;;;;;;x
tb_greenskin_palisades_0;Greenskin Palisades;;;;;;;;;;;;x
tb_greenskin_palisades_1;Greenskin Palisades;;;;;;;;;;;;x
tb_greenskin_palisades_2;Greenskin Palisades;;;;;;;;;;;;x
tb_greenskin_palisades_3;Greenskin Palisades;;;;;;;;;;;;x
tb_greenskin_palisades_4;Greenskin Palisades;;;;;;;;;;;;x
tb_greenskin_palisades_desc;Greenskin fortifications are like the Greenskins themselves, crude and unsubtle, but effective.;;;;;;;;;;;;x
tb_orc_boar_pit_0;Orc Boar Pit;;;;;;;;;;;;x
tb_orc_boar_pit_1;Orc Boar Pit;;;;;;;;;;;;x
tb_orc_boar_pit_2;Orc Boar Pit;;;;;;;;;;;;x
tb_orc_boar_pit_3;Orc Boar Pit;;;;;;;;;;;;x
tb_orc_boar_pit_4;Orc Boar Pit;;;;;;;;;;;;x
tb_orc_boar_pit_desc;The characteristic giant boars that the brutal Orcs use as mounts are bred here.;;;;;;;;;;;;x
tb_goblin_wolf_pit_0;Goblin Wolf Pit;;;;;;;;;;;;x
tb_goblin_wolf_pit_1;Goblin Wolf Pit;;;;;;;;;;;;x
tb_goblin_wolf_pit_2;Goblin Wolf Pit;;;;;;;;;;;;x
tb_goblin_wolf_pit_3;Goblin Wolf Pit;;;;;;;;;;;;x
tb_goblin_wolf_pit_4;Goblin Wolf Pit;;;;;;;;;;;;x
tb_goblin_wolf_pit_desc;The cunning Goblins breed and train their fast wolf mounts here. Giant Wolves and Trolls don't mix well with each other, and as such, you can only have either a Goblin Wolf Pit or a Troll Pen in a province, but not both.;;;;;;;;;;;;x
tb_black_orc_camp_0;Black Orc Camp;;;;;;;;;;;;x
tb_black_orc_camp_1;Black Orc Camp;;;;;;;;;;;;x
tb_black_orc_camp_2;Black Orc Camp;;;;;;;;;;;;x
tb_black_orc_camp_3;Black Orc Camp;;;;;;;;;;;;x
tb_black_orc_camp_4;Black Orc Camp;;;;;;;;;;;;x
tb_black_orc_camp_desc;The disciplined Black Orcs make their home here. Their imposing presence is enough to make the other Greenskins fight cohesively.;;;;;;;;;;;;x
tb_troll_pen_0;Troll Pen;;;;;;;;;;;;x
tb_troll_pen_1;Troll Pen;;;;;;;;;;;;x
tb_troll_pen_2;Troll Pen;;;;;;;;;;;;x
tb_troll_pen_3;Troll Pen;;;;;;;;;;;;x
tb_troll_pen_4;Troll Pen;;;;;;;;;;;;x
tb_troll_pen_desc;The lumbering and stupid Trolls commonly join Greenskin armies, attracted and goaded on by spears and bait. Trolls and Giant Wolves don't mix well with each other, and as such, you can only have either a Troll Pen or a Goblin Wolf Pit in a province, but not both.;;;;;;;;;;;;x
tb_night_goblin_camp_0;Night Goblin Caves;;;;;;;;;;;;x
tb_night_goblin_camp_1;Night Goblin Caves;;;;;;;;;;;;x
tb_night_goblin_camp_2;Night Goblin Caves;;;;;;;;;;;;x
tb_night_goblin_camp_3;Night Goblin Caves;;;;;;;;;;;;x
tb_night_goblin_camp_4;Night Goblin Caves;;;;;;;;;;;;x
tb_night_goblin_camp_desc;Here live the Night Goblins, a Goblin breed accustomed to live in the mountains and underground caves of the Old World. They make extensive use of squigs, small carnivorous creatures related to Greenskins, usually riding them into battle.;;;;;;;;;;;;x
tb_forest_goblin_camp_0;Forest Goblin Burrow;;;;;;;;;;;;x
tb_forest_goblin_camp_1;Forest Goblin Burrow;;;;;;;;;;;;x
tb_forest_goblin_camp_2;Forest Goblin Burrow;;;;;;;;;;;;x
tb_forest_goblin_camp_3;Forest Goblin Burrow;;;;;;;;;;;;x
tb_forest_goblin_camp_4;Forest Goblin Burrow;;;;;;;;;;;;x
tb_forest_goblin_camp_desc;The Forest Goblins make their home in the deepest forests of the Old World, as such, they have an affinity with archery and ambushes. Spiders are an important part of their culture, and the Forest Goblins ride the large, horse-sized variant into battle.;;;;;;;;;;;;x
tb_goblin_camp_0;Goblin Camp;;;;;;;;;;;;x
tb_goblin_camp_1;Goblin Camp;;;;;;;;;;;;x
tb_goblin_camp_2;Goblin Camp;;;;;;;;;;;;x
tb_goblin_camp_3;Goblin Camp;;;;;;;;;;;;x
tb_goblin_camp_4;Goblin Camp;;;;;;;;;;;;x
tb_goblin_camp_desc;The treacherous Goblins have their home here. Goblins are by nature craven creatures, as such, their main tactic consists of swarming their opponents with spears and arrows. They're not quality warriors though, and will flee at the slightest hint of defeat.;;;;;;;;;;;;x
tb_arachnarok_pen_1;Arachnarok Nest;;;;;;;;;;;;x
tb_arachnarok_pen_2;Arachnarok Nest;;;;;;;;;;;;x
tb_arachnarok_pen_3;Arachnarok Nest;;;;;;;;;;;;x
tb_arachnarok_pen_4;Arachnarok Nest;;;;;;;;;;;;x
tb_arachnarok_pen_desc;Arachnarok Spiders are a truly gigantic creatures, able to overpower even the formidable beasts. These creatures live in the deepest forests and jungles, where Forest Goblins worship each one of them as a living god. They are usually accompanied by broods of smaller, horse-sized spiders, the Arachnarok's "children", no less ravenous than their mothers.;;;;;;;;;;;;x
tb_savage_orc_camp_0;Savage Orc Camp;;;;;;;;;;;;x
tb_savage_orc_camp_1;Savage Orc Camp;;;;;;;;;;;;x
tb_savage_orc_camp_2;Savage Orc Camp;;;;;;;;;;;;x
tb_savage_orc_camp_3;Savage Orc Camp;;;;;;;;;;;;x
tb_savage_orc_camp_4;Savage Orc Camp;;;;;;;;;;;;x
tb_savage_orc_camp_desc;The wild Savage Orcs gather here. Savage Orc camps are crude even by Greenskin standards, consisisting mostly of a disorganized lot of tents made from animal hides and bone supports, built around great fires where their Shamans gyrate and ponce while blabbering about the Greenskin Gods.;;;;;;;;;;;;x
impose_greenskin_law_change;Impose your rule;;;;;;;;;;;;x
impose_greenskin_law_change_desc;I am da [Root.GetTitle] of dis 'ere tribe, 'an you's do as I say!;;;;;;;;;;;;x
greenskin_law_change_tooltip_1;You can upgrade your Greenskin Control law level right now instead of waiting for it, but it will cost you that levels respective prestige requirement ( 100, 250, 500 or 1000 ).\n For trying to impose this change, a Greenskin of your same race and of higher stature will challenge you to a duel, if you lose or escape, the Greenskin Control law will return to its previous level;;;;;;;;;;;;x
greenskin_law_timer;Imposed Greenskin Law;;;;;;;;;;;;x
minimal_greenskin_population;Small Greenskin Population;;;;;;;;;;;;x
medium_greenskin_population;Greenskins occupying province §C<§ §Y1§! §C/§! §Z2§! §C>§!;;;;;;;;;;;;;x ;;;;;;;;;;;;;
medium_greenskin_population_desc;Hordes of Greenskins are occupying this province, transforming the land in their particular way.;;;;;;;;;;;;;x ;;;;;;;;;;;;;
large_greenskin_population;Greenskins occupying province §C<§! §Z2§! §C/§! §Z2§! §C>§!;;;;;;;;;;;;x
large_greenskin_population_desc;Hordes of Greenskins are occupying this province, transforming the land in their particular way.;;;;;;;;;;;;x
greenskin_population_bad;Greenskin Hideouts;;;;;;;;;;;;x
greenskin_population_bad_desc;While this province's Greenskin population is mostly leaderless and disorganized, they remain a threat, waiting in their hideouts for a chance to pillage and destroy nearby settlements. Marshal of this province's ruler will eventually try to organize an expedition to eradicate them.;;;;;;;;;;;;x
weak_warboss;Weak Boss;;;;;;;;;;;;x
weak_warboss_desc;This Greenskin has been deemed a weak leader by its peers, and must now face their animosity;;;;;;;;;;;;x
EVTDESCgreenskinlaws.110;Da boyz of the [Root.PrimaryTitle.GetName] tribe are starting to respect ya in a propa way!;;;;;;;;;;;;x
EVTOPTgreenskinlaws.110;'Ere we go! 'Ere we go! 'Ere we go!;;;;;;;;;;;;x
EVTDESCgreenskinlaws.120;Da boyz of the [Root.PrimaryTitle.GetName] tribe now respect ya in da propa way!;;;;;;;;;;;;x
EVTOPTgreenskinlaws.120;I'm da greenest, and I'm da meanest!;;;;;;;;;;;;x
EVTDESCgreenskinlaws.130;Da boyz of the [Root.PrimaryTitle.GetName] tribe now REALLY respect ya!;;;;;;;;;;;;x
EVTOPTgreenskinlaws.130;[Root.Culture.GetName]s [Root.Culture.GetName]s [Root.Culture.GetName]s [Root.Culture.GetName]s!;;;;;;;;;;;;x
EVTDESCgreenskinlaws.140;Da boyz of the [Root.PrimaryTitle.GetName] tribe think you're da biggest, meaneast [Root.Culture.GetName] theres!.;;;;;;;;;;;;x
EVTOPTgreenskinlaws.140;[Root.Religion.GetHighGodName] is wiv me!;;;;;;;;;;;;x
EVTDESCgreenskinlaws.111;Da boyz of the [Root.PrimaryTitle.GetName] tribe hav lost all da respect in ya !;;;;;;;;;;;;x
EVTOPTgreenskinlaws.111;Zog dem!;;;;;;;;;;;;x
EVTDESCgreenskinlaws.121;Da boyz of the [Root.PrimaryTitle.GetName] tribe hav lost da propa respect in ya, but still fear ya choppa!;;;;;;;;;;;;x
EVTDESCgreenskinlaws.131;Da boyz of the [Root.PrimaryTitle.GetName] no longer think you's the baddest, but still respect ya in da propa way!;;;;;;;;;;;;x
EVTDESCgreenskinlaws.141;Da boyz of the [Root.PrimaryTitle.GetName] no longer think you's the meanest, but still respect ya in da propa way!;;;;;;;;;;;;x
DR_greenskins.150.desc;Da new boyz comin' ta [From.Location.GetName] are chantin', plunderin' and raising da [Root.GetOnlyDynastyName] banner all frough da place! Dis land belongs to da [Root.Culture.GetName]s!;;;;;;;;;;;;x
DR_greenskins.150.opta;I'm da greatest [Root.Culture.GetName] theres!;;;;;;;;;;;;x
DR_greenskins.150.descB;Dis 'ere land of [Root.Location.GetName] has been made green by da boys! Now, all da fawmer 'oldings built by runtz are rebuilt in da propa way!;;;;;;;;;;;;x
DR_greenskins.150.descC;Da boys 'ave found a droppin' in [Root.Location.GetName] wiv da face ov [Root.Religion.GetRandomGodName] in it! [Root.Religion.GetHighGodName] favaaahrs us!;;;;;;;;;;;;x
DR_greenskins.151.desc;It seems that the province of [Root.GetName] was in the process of being colonized by the Greenskin races, in their particular way. We have managed to eliminate most of them, but some stragglers remain, and cause some trouble until they disperse.;;;;;;;;;;;;x
DR_greenskins.151.opta;Damn these Greenskins!;;;;;;;;;;;;x
DR_greenskins.152.desc;You got thumped in the duel. None of the other boys listen to your orders any more.;;;;;;;;;;;;x
DR_greenskins.152.opta;Zog him!;;;;;;;;;;;;x
DR_greenskins155DESC;You have noticed that all the other boys are giving you mean looks. You have become a weak boss, and other, meaner and stronger Greenskins might want to replace you...;;;;;;;;;;;;x
DR_greenskins155OPTA;Zog dem!;;;;;;;;;;;;x
DR_greenskins158TITLE;Fall of [From.Kingdom.GetName];;;;;;;;;;;;x
DR_greenskins158DESC;The Greenskins are a quarrelsome race. If not under the leadership of a strong leader, one that leads them to further battles against other races, they will degenerate into infighting. The [From.Kingdom.GetFullName] has been under such a weak leader, and now pays the price.\n\nLeft unchecked, the bosses of the tribes that made up the horde of the [From.Kingdom.GetFullName] have degenerated into animosity and petty clan warfare.\n\nThe [From.Kingdom.GetFullName] has collapsed entirely.;;;;;;;;;;;;x
DR_greenskins160TITLE;Collaps of [From.Empire.GetName];;;;;;;;;;;;x
DR_greenskins160DESC;The Greenskins are a quarrelsome race. If not under the leadership of a strong leader, one that leads them to further battles against other races, they will degenerate into infighting. The [From.Empire.GetFullName] has been under such a weak leader, and now pays the price.\n\nLeft unchecked, the bosses of the tribes that made up the horde of the [From.Empire.GetFullName] have degenerated into animosity and petty clan warfare.\n\nThe [From.Empire.GetFullName] has collapsed entirely.;;;;;;;;;;;;x
DR_greenskins158OPTA;Hooray!;;;;;;;;;;;;x
DR_greenskins158OPTB;Runtz...;;;;;;;;;;;;x
orc_duchy_conquest;Greenskin Invasion;;;;;;;;;;;;x
orc_duchy_conquest_desc;Greenskins can attack any neighbouring duchy even if it is held by fellow Greenskins, but only if they have the Medium Greenskin Power law or higher. To reflect their warlike ways, the truce cooldown period is only one year.;;;;;;;;;;;;x
CB_NAME_ORC_DUCHY_CONQUEST;Greenskin Invasion of [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_ORC_DUCHY_CONQUEST;$ORDER$$FIRST_ADJ$ Greenskin Invasion of [Title.GetBaseName];;;;;;;;;;;;x
GREENSKIN_HORDE;[Root.County.GetAdjective] Orc Horde;;;;;;;;;;;;x
GOBLIN_HORDE;[Root.County.GetAdjective] Goblin Horde;;;;;;;;;;;;x
FOREST_GOBLIN_HORDE;[Root.County.GetAdjective] Forest Goblin Horde;;;;;;;;;;;;x
NIGHT_GOBLIN_HORDE;[Root.County.GetAdjective] Night Goblin Horde;;;;;;;;;;;;x
SAVAGE_ORC_HORDE;[Root.County.GetAdjective] Savage Orc Horde;;;;;;;;;;;;x
greenskin_uprising_desc;§Y$CLAIMANT$§! can wage war to take any land for his horde.;;;;;;;;;;;;x
CB_NAME_GREENSKIN_UPRISING;Greenskin Uprising;;;;;;;;;;;;x
WAR_NAME_GREENSKIN_UPRISING;$ORDER$$FIRST_ADJ$ Greenskin Uprising of $OTHER_TITLE$;;;;;;;;;;;;x
EVTDESC_greenskin_uprising_revolt;A dangerous horde of Greenskins has reached [Root.GetName]! A strong Warboss has rallied all the Greenskins hiding in your lands, and some other coming from nearby places, with the aim of overcoming out defences, looting and pillaging the province!;;;;;;;;;;;;x
EVTOPTAgreenskin_uprising_revolt;Cursed creatures!;;;;;;;;;;;;x
EVTDESC_greenskin_uprising_revolt_liege;A dangerous horde of Greenskins has reached [From.GetName]! A strong Warboss has rallied all the Greenskins hiding in your lands, and some other coming from nearby places, with the aim of overcoming out defences, looting and pillaging the province!;;;;;;;;;;;;x
EVTOPTAgreenskin_uprising_revolt_liege;Cursed creatures!;;;;;;;;;;;;x
lore_waaagh;Lore of Da Waaagh;;;;;;;;;;;;x
lore_waaagh_desc;The Greenskin don't channel the Winds of Magic like most other races, instead, their shamans draw power from the Waaagh, a magic field generated unconsciously by all Greenskins. They can manifest this power in all kinds of powers, from strengthening their comrades in battle to summon the feet of their gods to crush their enemies.;;;;;;;;;;;;x
WAAAGH_NAME;Waaagh! [Root.GetName];;;;;;;;;;;;x
adopt_greenskin_heir_named;Take Greenskin into your clan;;;;;;;;;;;;x
adopt_greenskin_heir;Take [Root.GetBestName] into your clan;;;;;;;;;;;;x
adopt_greenskin_heir_desc;Dis ere boy [Root.GetBestName] wud make a nice adishun to da [From.GetOnlyDynastyName] clan. Note that you can only have a total of 3 adopted heirs, living or dead.;;;;;;;;;;;;x
TOOLTIPADOPTGREENSKIN;[Root.GetBestName] must not belong to any other clan.\n;;;;;;;;;;;;x
unite_the_clans;Unite the [Root.GetOnlyDynastyName] Clans;;;;;;;;;;;;x
unite_the_clans_desc;Oi! I'z da biggest, baddest Warboss there'z! \nThis decision will upgrade your primary King title into a titular Empire.;;;;;;;;;;;;x
unite_the_clans_1;Unite the [Root.GetOnlyDynastyName] Clans;;;;;;;;;;;;x
unite_the_clans_1_desc;Oi! I'z da biggest, baddest Warboss there'z! \nThis decision will upgrade your primary Duke title into a titular Kingdom.;;;;;;;;;;;;x
form_waaagh_kingdom_requirement_tooltip;You need to hold at least 2 Duke tier titles.\n;;;;;;;;;;;;x
form_waaagh_requirement_tooltip;You need to hold at least 2 King tier titles.\n;;;;;;;;;;;;x
form_waaagh_kingdom_info_tooltip;You will be given a King-tier titular version of your main Duke tier title.\n;;;;;;;;;;;;x
form_waaagh_info_tooltip;You will be given an Emperor-tier titular version of your main King tier title.\n;;;;;;;;;;;;x
form_waaagh_info_tooltip2;This will also give you the option to declare Waaaghs! on other King-tier and above, non-Greenskin characters.\n;;;;;;;;;;;;x
declare_waaagh;Declare Waaagh! against [Root.GetBestName];;;;;;;;;;;;x
declare_waaagh_desc;Declaring a WAAAGH! against a target gives you access to the WAAAGH! Invasion cb against any of the target's de-jure kingdoms.\n During 2 years, hordes of Greenskins will flock to your banner. Not declaring war within two years cancels the invasion and has a heavy Prestige cost. You can only declare WAAAGHs against realms adjacent to yours.;;;;;;;;;;;;x
waaagh_succ_tip;You will gain all the de-jure, held titles under the target Kingdom, and execute their holder(s).\n All the provinces within the target de-jure Kingdom will be converted to your culture and religion, and their holdings converted to tribal holdings.;;;;;;;;;;;;x
bash_heads;Bash [Root.GetBestName]'s head;;;;;;;;;;;;x
bash_heads_desc;I'll show dis ere runt weak Warboss...;;;;;;;;;;;;x
bash_runts;Stomp [Root.GetBestName];;;;;;;;;;;;x
bash_runts_desc;We'z da [From.Culture.GetName], and we be bossed by no stinkin' [Root.Culture.GetName]! STOMP HIM!;;;;;;;;;;;;x
weakwarbossremoved;You will challenge [Root.GetBestName] to a duel. If you win, the Weak Warboss modifier will be removed from you.;;;;;;;;;;;;x
DR_greenskins161DESC;Da uvver boyz are startin' to laugh at ya, dey say you'z a weak git an' no longer a propa orc warboss...;;;;;;;;;;;;x
DR_greenskins161OPTA;OI! I'll show dis runtz!;;;;;;;;;;;;x
DR_greenskins204DESC;Da uvver boyz are startin' to laugh at ya, dey say you'z a squig-brain no longer a propa gobbo warboss...;;;;;;;;;;;;x
DR_greenskins204OPTA;OI! I'll show dis runtz!;;;;;;;;;;;;x
preparing_waaagh_invasion_opinion;Attempting to invade;;;;;;;;;;;;x
preparing_waaagh_invasion_opinion_against_me;Attempting to invade me;;;;;;;;;;;;x
preparing_waaagh_invasion;Preparing WAAAGH!;;;;;;;;;;;;x
EVTDESC_greenskin_uprising_revolt3;A dangerous horde of Greenskins has reached [Root.GetName]! A strong Warboss has rallied all the Greenskins hiding in your lands, and some other coming from nearby places, with the aim of overcoming out defenses, looting and pillaging the province!;;;;;;;;;;;;x
EVTDESC_greenskin_uprising_revolt_greenskin;OI! Da boyz in [Root.GetName] are sayin' that you's no longer a propa Warboss and that da camp is theirs!;;;;;;;;;;;;x
EVTOPTAgreenskin_uprising_revolt_greenskin;I's gonna stomp dis runts!;;;;;;;;;;;;x
waaagh_invasion;WAAAGH! on [Title.GetBaseName];;;;;;;;;;;;x
waaagh_invasion_desc;Launches the WAAAGH! on the target kingdom. If the war is won, §Y$CLAIMANT$§! will get all the titles inside of it, the provinces conquered will be instantly converted to his culture and religion and their holdings will be converted to tribal ones.;;;;;;;;;;;;x
CB_NAME_WAAAGH;WAAAGH! of [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_WAAAGH;WAAAGH! $CLAIMANT$;;;;;;;;;;;;x
EVTDESCA_greenskins_waaagh_warning;News have reached you that [From.GetTitledFirstName] has started preparing a great WAAAGH! against [Root.PrimaryTitle.GetName]. Hordes and hordes of barbaric Greenskins are already flocking under [From.GetHerHis] banner.;;;;;;;;;;;;x
EVTOPTA_greenskins_waaagh_warning;We must be prepared!.;;;;;;;;;;;;x
EVTDESCA_greenskins_waaagh_waited;You've waited for too long. Slowly, the Greenskins you've gathered for your great WAAAGH! have lost their interest and fallen into animosity and petty warfare, leaving you with no great horde to assault the lands of your enemy.;;;;;;;;;;;;x
EVTOPTA_greenskins_waaagh_waited;Zog 'em!.;;;;;;;;;;;;x
EVTDESCA_greenskins_waaagh_horde;A great horde of [Root.Culture.GetName]s has gathered under your WAAAGH! banner, they wait anxiously to pillage the lands of your enemies.;;;;;;;;;;;;x
EVTOPTA_greenskins_waaagh_horde;We's gonna stomp our enemees!;;;;;;;;;;;;x
EVTDESCA_greenskins_waaagh_horde_bigun;The boss of a lesser [Root.Culture.GetName] marauding horde has arrived at your camp, having heard of the great WAAAGH! you're organizing, he wishes to take part in it!;;;;;;;;;;;;x
EVTOPTA_greenskins_waaagh_horde_bigun;We's gonna crush 'em good and propa!;;;;;;;;;;;;x
EVTDESCA_greenskins_waaagh_horde_small;A small horde of [Root.Culture.GetName]s has gathered under your WAAAGH! banner, they wait anxiously to pillage the lands of your enemies.;;;;;;;;;;;;x
EVTOPTA_greenskins_waaagh_horde_small;We's da best!;;;;;;;;;;;;x
attempted_waaagh;Attempted WAAAGH!;;;;;;;;;;;;x
purge_greenskins;Purge the Greenskins;;;;;;;;;;;;x
purge_greenskins_desc;Purge the Greenskin pests in [Title.GetBaseName]!;;;;;;;;;;;;x
CB_NAME_ORC_COUNTY_PURGE;Greenskin Extermination in [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_ORC_COUNTY_PURGE;$ORDER$$FIRST_ADJ$ Greenskin Extermination of [Title.GetBaseName];;;;;;;;;;;;x
purge_greenskins_tooltip;The Greenskins in this province will be purged. It will convert to your religion and culture, and any tribal holdings will converted to those that correspond your government type, but some Greenskins will persist in the province for at least 10 years.\n;;;;;;;;;;;;x
orc_county_conquest;Greenskin Invasion of [Title.GetBaseName];;;;;;;;;;;;x
orc_county_conquest_desc;Greenskins can attack any neighbouring county even if it is held by fellow Greenskins. §Y$CLAIMANT$§! can also attack any bordering province and occupy them, as far as the boyz can manage.;;;;;;;;;;;;x
CB_NAME_ORC_COUNTY_CONQUEST;Invasion of [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_ORC_COUNTY_CONQUEST;$ORDER$$FIRST_ADJ$ Greenskin Invasion of $OTHER_TITLE$;;;;;;;;;;;;x
action_make_province_green;Make land Green;;;;;;;;;;;;x
action_make_province_green_desc;Boyz, let's make dis lands ere green an propa!\n This councillor action will make a province with a Tribal capital eventually get Greenskin Colonization modifiers, which have 2 levels \n After level 2, the event will flip the provinces to [Root.Culture.GetName] culture and [Root.Religion.GetName] religion, and convert all the remaining non-Temple holdings into Tribal holdings;;;;;;;;;;;;x
EVTDESC_greenskins_break_off_vassal;OI! Wot do you fink of da new boss, [Root.Liege.GetTitledFirstName]?;;;;;;;;;;;;x
EVTOPTA_greenskins_break_off_vassal;Hez a [Root.Culture.GetName] boss, gud an propa!;;;;;;;;;;;;x
EVTOPTB_greenskins_break_off_vassal;I fink hez a stoopid lil' git and a Snotling-hugga!;;;;;;;;;;;;x
EVTDESC_greenskins_break_off_liege;[From.GetBestName] finks you'z no longer a propa boss, that he'z the new boss of [From.GetTitle];;;;;;;;;;;;x
EVTOPTA_greenskins_break_off_liege;Oi! Who does he fink he'z!;;;;;;;;;;;;x
EVTDESC_greenskins_liege_challenged;Da runt [From.GetFirstName] iz challenging you to a fight for da clan! Show him who'z da boss!.;;;;;;;;;;;;x
EVTOPTA_greenskins_liege_challenged;OI! I'M GONNA BASH YOUR HEAD!;;;;;;;;;;;;x
EVTDESC_greenskins_liege_challenger;Dat runty, squig-lover [From.Culture.GetName] you have fer a boss, says he'z gonna bash your head for dat! SHOW HIM!;;;;;;;;;;;;x
EVTOPTA_greenskins_liege_challenger;WAAAAAAGH!!;;;;;;;;;;;;x
duel_greenskin_liege_decision;Challenge da Boss;;;;;;;;;;;;x
duel_greenskin_liege_decision_desc;[Root.Liege.GetTitledFirstName] is a stuntie-lover 'an a runt, and he's gonna get hes head smashed!;;;;;;;;;;;;x
EVTDESC_orc_kills_orc;Da [Root.Culture.GetName]s only follow da biggest and meanest! You smashed [From.GetTitledFirstName] 'an da clan is now yours!;;;;;;;;;;;;x
EVTOPTA_orc_kills_orc;I'M DA GREATEST!;;;;;;;;;;;;x
EVTDESC_orc_kills_orc_liege;[From.GetFirstName] has smashed [FromFrom.GetTitledFirstName], one of yer bosses, in a fight and taken [From.GetHerHis] place as boss of da clan!;;;;;;;;;;;;x
EVTOPTA_orc_kills_orc_liege;Runts...;;;;;;;;;;;;x
gather_greenskin_army;Gather da boyz!;;;;;;;;;;;;x
gather_greenskin_army_desc;If there's some good scrap, yous can always count on da boyz fer fightin' on it...;;;;;;;;;;;;x
DR_greenskins.150.desc_liege;Oi boss, Da boyz in [From.Location.GetName] are chantin' and plunderin' in yer name all da way frough. Dis land belongs to da [Root.Culture.GetName]s!;;;;;;;;;;;;x
DR_greenskins.150.opta_liege;I'm da greatest [Root.Culture.GetName] theres!;;;;;;;;;;;;x
DR_greenskins.150.descB_liege;Oi boss, dis 'ere land of [From.Location.GetName] has been made green by da boys! Now, all da fawmer 'oldings built by runtz are rebuilt in da propa way! Da boys are chantin' and plunderin' in yer name all frough da land!;;;;;;;;;;;;x
DR_greenskins.150.descC_liege;Oi boss, while plunderin', da boys 'ave found a big droppin' in [From.Location.GetName] wiv da face ov [Root.Religion.GetRandomGodName] in it! [Root.Religion.GetHighGodName] favaaahrs you!;;;;;;;;;;;;x
EVTDESCADR_greenskins_settle_boyz;Some of da new boyz comin' at [Root.Location.GetName] 'ave come to yer camp , 'opin' that you lead 'em to a propa scrap!;;;;;;;;;;;;x
