ruin_lore.500;Magic is Might!;;;;;;;;;;;;x
ruin_lore.500_desc;Your magic has bubbled in your fingertips, leaving a growing feeling of the arcane.;;;;;;;;;;;;x
ruin_lore.500a;I am Power!.;;;;;;;;;;;;x

ruin_lore.501;You Magic has been Dispeled.;;;;;;;;;;;;x
ruin_lore.501_desc;To your horror your magic has been dispelled by an enemey caster.;;;;;;;;;;;;x
ruin_lore.501a;Curses!.;;;;;;;;;;;;x

ruin_lore.503;Magic is Might!;;;;;;;;;;;;x
ruin_lore.503_desc;The smell of power hangs in the air, do you possess the daring and strength to cast again?.;;;;;;;;;;;;x
ruin_lore.503a;It is time to cast again!;;;;;;;;;;;;x
ruin_lore.503b;I am done with spell casting.;;;;;;;;;;;;x
